date,product_id,sku,quantity_demanded
2026-05-27,1,BED-001,4
2026-05-28,1,BED-001,5
2026-05-29,1,BED-001,4
2026-05-30,1,BED-001,2
2026-05-31,1,BED-001,3
2026-06-01,1,BED-001,6
2026-06-02,1,BED-001,2
2026-06-03,1,BED-001,3
2026-06-04,1,BED-001,4
2026-06-05,1,BED-001,2
2026-06-06,1,BED-001,0
2026-06-07,1,BED-001,4
2026-06-08,1,BED-001,2
2026-06-09,1,BED-001,1
2026-06-10,1,BED-001,2
2026-06-11,1,BED-001,3
2026-06-12,1,BED-001,3
2026-06-13,1,BED-001,1
2026-06-14,1,BED-001,0
2026-06-15,1,BED-001,3
2026-06-16,1,BED-001,7
2026-06-17,1,BED-001,2
2026-06-18,1,BED-001,2
2026-06-19,1,BED-001,2
2026-06-20,1,BED-001,0
2026-06-21,1,BED-001,0
2026-06-22,1,BED-001,1
2026-06-23,1,BED-001,3
2026-06-24,1,BED-001,4
2026-06-25,1,BED-001,5
2026-06-26,1,BED-001,0
2026-06-27,1,BED-001,5
2026-06-28,1,BED-001,1
2026-06-29,1,BED-001,0
2026-06-30,1,BED-001,5
2026-07-01,1,BED-001,2
2026-07-02,1,BED-001,5
2026-07-03,1,BED-001,1
2026-07-04,1,BED-001,1
2026-07-05,1,BED-001,2
2026-07-06,1,BED-001,3
2026-07-07,1,BED-001,2
2026-07-08,1,BED-001,5
2026-07-09,1,BED-001,5
2026-07-10,1,BED-001,15
2026-07-11,1,BED-001,1
2026-07-12,1,BED-001,1
2026-07-13,1,BED-001,1
2026-07-14,1,BED-001,1
2026-07-15,1,BED-001,3
2026-07-16,1,BED-001,1
2026-07-17,1,BED-001,3
2026-07-18,1,BED-001,2
2026-07-19,1,BED-001,2
2026-07-20,1,BED-001,5
2026-07-21,1,BED-001,1
2026-07-22,1,BED-001,6
2026-07-23,1,BED-001,3
2026-07-24,1,BED-001,3
2026-07-25,1,BED-001,1
2026-07-26,1,BED-001,2
2026-07-27,1,BED-001,3
2026-07-28,1,BED-001,2
2026-07-29,1,BED-001,3
2026-07-30,1,BED-001,4
2026-07-31,1,BED-001,4
2026-08-01,1,BED-001,0
2026-08-02,1,BED-001,0
2026-08-03,1,BED-001,3
2026-08-04,1,BED-001,1
2026-08-05,1,BED-001,3
2026-08-06,1,BED-001,11
2026-08-07,1,BED-001,4
2026-08-08,1,BED-001,1
2026-08-09,1,BED-001,0
2026-08-10,1,BED-001,2
2026-08-11,1,BED-001,1
2026-08-12,1,BED-001,5
2026-08-13,1,BED-001,5
2026-08-14,1,BED-001,5
2026-08-15,1,BED-001,1
2026-08-16,1,BED-001,0
2026-08-17,1,BED-001,5
2026-08-18,1,BED-001,3
2026-08-19,1,BED-001,1
2026-08-20,1,BED-001,3
2026-08-21,1,BED-001,3
2026-08-22,1,BED-001,0
2026-08-23,1,BED-001,0
2026-08-24,1,BED-001,2
2026-02-26,2,BED-002,4
2026-02-27,2,BED-002,3
2026-02-28,2,BED-002,3
2026-03-01,2,BED-002,4
2026-03-02,2,BED-002,3
2026-03-03,2,BED-002,12
2026-03-04,2,BED-002,3
2026-03-05,2,BED-002,4
2026-03-06,2,BED-002,4
2026-03-07,2,BED-002,0
2026-03-08,2,BED-002,4
2026-03-09,2,BED-002,19
2026-03-10,2,BED-002,1
2026-03-11,2,BED-002,5
2026-03-12,2,BED-002,3
2026-03-13,2,BED-002,2
2026-03-14,2,BED-002,3
2026-03-15,2,BED-002,4
2026-03-16,2,BED-002,1
2026-03-17,2,BED-002,4
2026-03-18,2,BED-002,2
2026-03-19,2,BED-002,11
2026-03-20,2,BED-002,6
2026-03-21,2,BED-002,3
2026-03-22,2,BED-002,1
2026-03-23,2,BED-002,3
2026-03-24,2,BED-002,7
2026-03-25,2,BED-002,5
2026-03-26,2,BED-002,2
2026-03-27,2,BED-002,2
2026-03-28,2,BED-002,0
2026-03-29,2,BED-002,2
2026-03-30,2,BED-002,5
2026-03-31,2,BED-002,6
2026-04-01,2,BED-002,2
2026-04-02,2,BED-002,0
2026-04-03,2,BED-002,1
2026-04-04,2,BED-002,2
2026-04-05,2,BED-002,2
2026-04-06,2,BED-002,5
2026-04-07,2,BED-002,6
2026-04-08,2,BED-002,5
2026-04-09,2,BED-002,6
2026-04-10,2,BED-002,16
2026-04-11,2,BED-002,0
2026-04-12,2,BED-002,1
2026-04-13,2,BED-002,5
2026-04-14,2,BED-002,4
2026-04-15,2,BED-002,2
2026-04-16,2,BED-002,4
2026-04-17,2,BED-002,5
2026-04-18,2,BED-002,0
2026-04-19,2,BED-002,4
2026-04-20,2,BED-002,2
2026-04-21,2,BED-002,2
2026-04-22,2,BED-002,6
2026-04-23,2,BED-002,3
2026-04-24,2,BED-002,5
2026-04-25,2,BED-002,4
2026-04-26,2,BED-002,1
2026-04-27,2,BED-002,4
2026-04-28,2,BED-002,3
2026-04-29,2,BED-002,4
2026-04-30,2,BED-002,5
2026-05-01,2,BED-002,3
2026-05-02,2,BED-002,3
2026-05-03,2,BED-002,0
2026-05-04,2,BED-002,5
2026-05-05,2,BED-002,6
2026-05-06,2,BED-002,3
2026-05-07,2,BED-002,8
2026-05-08,2,BED-002,2
2026-05-09,2,BED-002,5
2026-05-10,2,BED-002,4
2026-05-11,2,BED-002,3
2026-05-12,2,BED-002,5
2026-05-13,2,BED-002,3
2026-05-14,2,BED-002,5
2026-05-15,2,BED-002,5
2026-05-16,2,BED-002,1
2026-05-17,2,BED-002,4
2026-05-18,2,BED-002,4
2026-05-19,2,BED-002,6
2026-05-20,2,BED-002,2
2026-05-21,2,BED-002,4
2026-05-22,2,BED-002,5
2026-05-23,2,BED-002,1
2026-05-24,2,BED-002,3
2026-05-25,2,BED-002,4
2026-05-26,2,BED-002,6
2026-05-27,2,BED-002,1
2026-05-28,2,BED-002,2
2026-05-29,2,BED-002,3
2026-05-30,2,BED-002,1
2026-05-31,2,BED-002,1
2026-06-01,2,BED-002,5
2026-06-02,2,BED-002,4
2026-06-03,2,BED-002,8
2026-06-04,2,BED-002,3
2026-06-05,2,BED-002,5
2026-06-06,2,BED-002,2
2026-06-07,2,BED-002,1
2026-06-08,2,BED-002,9
2026-06-09,2,BED-002,4
2026-06-10,2,BED-002,6
2026-06-11,2,BED-002,3
2026-06-12,2,BED-002,6
2026-06-13,2,BED-002,2
2026-06-14,2,BED-002,1
2026-06-15,2,BED-002,4
2026-06-16,2,BED-002,6
2026-06-17,2,BED-002,1
2026-06-18,2,BED-002,2
2026-06-19,2,BED-002,1
2026-06-20,2,BED-002,2
2026-06-21,2,BED-002,4
2026-06-22,2,BED-002,2
2026-06-23,2,BED-002,7
2026-06-24,2,BED-002,2
2026-06-25,2,BED-002,4
2026-06-26,2,BED-002,4
2026-06-27,2,BED-002,4
2026-06-28,2,BED-002,2
2026-06-29,2,BED-002,14
2026-06-30,2,BED-002,2
2026-07-01,2,BED-002,2
2026-07-02,2,BED-002,5
2026-07-03,2,BED-002,1
2026-07-04,2,BED-002,1
2026-07-05,2,BED-002,2
2026-07-06,2,BED-002,5
2026-07-07,2,BED-002,2
2026-07-08,2,BED-002,8
2026-07-09,2,BED-002,4
2026-07-10,2,BED-002,7
2026-07-11,2,BED-002,5
2026-07-12,2,BED-002,4
2026-07-13,2,BED-002,3
2026-07-14,2,BED-002,1
2026-07-15,2,BED-002,3
2026-07-16,2,BED-002,5
2026-07-17,2,BED-002,7
2026-07-18,2,BED-002,0
2026-07-19,2,BED-002,0
2026-07-20,2,BED-002,5
2026-07-21,2,BED-002,2
2026-07-22,2,BED-002,4
2026-07-23,2,BED-002,4
2026-07-24,2,BED-002,4
2026-07-25,2,BED-002,2
2026-07-26,2,BED-002,1
2026-07-27,2,BED-002,3
2026-07-28,2,BED-002,4
2026-07-29,2,BED-002,3
2026-07-30,2,BED-002,5
2026-07-31,2,BED-002,3
2026-08-01,2,BED-002,1
2026-08-02,2,BED-002,1
2026-08-03,2,BED-002,5
2026-08-04,2,BED-002,5
2026-08-05,2,BED-002,2
2026-08-06,2,BED-002,3
2026-08-07,2,BED-002,3
2026-08-08,2,BED-002,4
2026-08-09,2,BED-002,1
2026-08-10,2,BED-002,6
2026-08-11,2,BED-002,6
2026-08-12,2,BED-002,9
2026-08-13,2,BED-002,3
2026-08-14,2,BED-002,8
2026-08-15,2,BED-002,2
2026-08-16,2,BED-002,2
2026-08-17,2,BED-002,1
2026-08-18,2,BED-002,3
2026-08-19,2,BED-002,4
2026-08-20,2,BED-002,4
2026-08-21,2,BED-002,5
2026-08-22,2,BED-002,2
2026-08-23,2,BED-002,3
2026-08-24,2,BED-002,7
2026-02-26,3,BED-003,2
2026-02-27,3,BED-003,1
2026-02-28,3,BED-003,2
2026-03-01,3,BED-003,1
2026-03-02,3,BED-003,3
2026-03-03,3,BED-003,2
2026-03-04,3,BED-003,1
2026-03-05,3,BED-003,1
2026-03-06,3,BED-003,1
2026-03-07,3,BED-003,0
2026-03-08,3,BED-003,2
2026-03-09,3,BED-003,2
2026-03-10,3,BED-003,2
2026-03-11,3,BED-003,0
2026-03-12,3,BED-003,1
2026-03-13,3,BED-003,2
2026-03-14,3,BED-003,1
2026-03-15,3,BED-003,0
2026-03-16,3,BED-003,2
2026-03-17,3,BED-003,0
2026-03-18,3,BED-003,1
2026-03-19,3,BED-003,3
2026-03-20,3,BED-003,4
2026-03-21,3,BED-003,2
2026-03-22,3,BED-003,1
2026-03-23,3,BED-003,2
2026-03-24,3,BED-003,1
2026-03-25,3,BED-003,2
2026-03-26,3,BED-003,1
2026-03-27,3,BED-003,3
2026-03-28,3,BED-003,1
2026-03-29,3,BED-003,1
2026-03-30,3,BED-003,0
2026-03-31,3,BED-003,2
2026-04-01,3,BED-003,0
2026-04-02,3,BED-003,1
2026-04-03,3,BED-003,4
2026-04-04,3,BED-003,0
2026-04-05,3,BED-003,0
2026-04-06,3,BED-003,1
2026-04-07,3,BED-003,6
2026-04-08,3,BED-003,1
2026-04-09,3,BED-003,3
2026-04-10,3,BED-003,0
2026-04-11,3,BED-003,0
2026-04-12,3,BED-003,1
2026-04-13,3,BED-003,3
2026-04-14,3,BED-003,1
2026-04-15,3,BED-003,1
2026-04-16,3,BED-003,3
2026-04-17,3,BED-003,1
2026-04-18,3,BED-003,2
2026-04-19,3,BED-003,6
2026-04-20,3,BED-003,2
2026-04-21,3,BED-003,1
2026-04-22,3,BED-003,0
2026-04-23,3,BED-003,6
2026-04-24,3,BED-003,3
2026-04-25,3,BED-003,0
2026-04-26,3,BED-003,0
2026-04-27,3,BED-003,1
2026-04-28,3,BED-003,2
2026-04-29,3,BED-003,1
2026-04-30,3,BED-003,1
2026-05-01,3,BED-003,3
2026-05-02,3,BED-003,0
2026-05-03,3,BED-003,0
2026-05-04,3,BED-003,1
2026-05-05,3,BED-003,2
2026-05-06,3,BED-003,1
2026-05-07,3,BED-003,1
2026-05-08,3,BED-003,4
2026-05-09,3,BED-003,2
2026-05-10,3,BED-003,0
2026-05-11,3,BED-003,1
2026-05-12,3,BED-003,1
2026-05-13,3,BED-003,2
2026-05-14,3,BED-003,2
2026-05-15,3,BED-003,4
2026-05-16,3,BED-003,1
2026-05-17,3,BED-003,1
2026-05-18,3,BED-003,0
2026-05-19,3,BED-003,0
2026-05-20,3,BED-003,3
2026-05-21,3,BED-003,3
2026-05-22,3,BED-003,2
2026-05-23,3,BED-003,1
2026-05-24,3,BED-003,0
2026-05-25,3,BED-003,1
2026-05-26,3,BED-003,2
2026-05-27,3,BED-003,4
2026-05-28,3,BED-003,1
2026-05-29,3,BED-003,1
2026-05-30,3,BED-003,1
2026-05-31,3,BED-003,1
2026-06-01,3,BED-003,2
2026-06-02,3,BED-003,0
2026-06-03,3,BED-003,4
2026-06-04,3,BED-003,1
2026-06-05,3,BED-003,4
2026-06-06,3,BED-003,2
2026-06-07,3,BED-003,0
2026-06-08,3,BED-003,1
2026-06-09,3,BED-003,1
2026-06-10,3,BED-003,1
2026-06-11,3,BED-003,1
2026-06-12,3,BED-003,3
2026-06-13,3,BED-003,1
2026-06-14,3,BED-003,2
2026-06-15,3,BED-003,3
2026-06-16,3,BED-003,2
2026-06-17,3,BED-003,1
2026-06-18,3,BED-003,1
2026-06-19,3,BED-003,2
2026-06-20,3,BED-003,2
2026-06-21,3,BED-003,3
2026-06-22,3,BED-003,3
2026-06-23,3,BED-003,0
2026-06-24,3,BED-003,0
2026-06-25,3,BED-003,1
2026-06-26,3,BED-003,0
2026-06-27,3,BED-003,0
2026-06-28,3,BED-003,2
2026-06-29,3,BED-003,0
2026-06-30,3,BED-003,3
2026-07-01,3,BED-003,2
2026-07-02,3,BED-003,4
2026-07-03,3,BED-003,0
2026-07-04,3,BED-003,1
2026-07-05,3,BED-003,1
2026-07-06,3,BED-003,2
2026-07-07,3,BED-003,0
2026-07-08,3,BED-003,1
2026-07-09,3,BED-003,0
2026-07-10,3,BED-003,0
2026-07-11,3,BED-003,0
2026-07-12,3,BED-003,0
2026-07-13,3,BED-003,4
2026-07-14,3,BED-003,0
2026-07-15,3,BED-003,0
2026-07-16,3,BED-003,10
2026-07-17,3,BED-003,1
2026-07-18,3,BED-003,0
2026-07-19,3,BED-003,7
2026-07-20,3,BED-003,0
2026-07-21,3,BED-003,1
2026-07-22,3,BED-003,1
2026-07-23,3,BED-003,1
2026-07-24,3,BED-003,3
2026-07-25,3,BED-003,2
2026-07-26,3,BED-003,0
2026-07-27,3,BED-003,1
2026-07-28,3,BED-003,10
2026-07-29,3,BED-003,2
2026-07-30,3,BED-003,1
2026-07-31,3,BED-003,7
2026-08-01,3,BED-003,3
2026-08-02,3,BED-003,3
2026-08-03,3,BED-003,2
2026-08-04,3,BED-003,2
2026-08-05,3,BED-003,1
2026-08-06,3,BED-003,1
2026-08-07,3,BED-003,1
2026-08-08,3,BED-003,1
2026-08-09,3,BED-003,1
2026-08-10,3,BED-003,1
2026-08-11,3,BED-003,2
2026-08-12,3,BED-003,3
2026-08-13,3,BED-003,3
2026-08-14,3,BED-003,3
2026-08-15,3,BED-003,2
2026-08-16,3,BED-003,1
2026-08-17,3,BED-003,1
2026-08-18,3,BED-003,8
2026-08-19,3,BED-003,6
2026-08-20,3,BED-003,1
2026-08-21,3,BED-003,1
2026-08-22,3,BED-003,0
2026-08-23,3,BED-003,2
2026-08-24,3,BED-003,1
2026-02-26,4,BED-004,1
2026-02-27,4,BED-004,5
2026-02-28,4,BED-004,1
2026-03-01,4,BED-004,1
2026-03-02,4,BED-004,4
2026-03-03,4,BED-004,4
2026-03-04,4,BED-004,4
2026-03-05,4,BED-004,3
2026-03-06,4,BED-004,2
2026-03-07,4,BED-004,3
2026-03-08,4,BED-004,2
2026-03-09,4,BED-004,2
2026-03-10,4,BED-004,2
2026-03-11,4,BED-004,3
2026-03-12,4,BED-004,4
2026-03-13,4,BED-004,3
2026-03-14,4,BED-004,3
2026-03-15,4,BED-004,2
2026-03-16,4,BED-004,3
2026-03-17,4,BED-004,1
2026-03-18,4,BED-004,13
2026-03-19,4,BED-004,3
2026-03-20,4,BED-004,2
2026-03-21,4,BED-004,2
2026-03-22,4,BED-004,5
2026-03-23,4,BED-004,4
2026-03-24,4,BED-004,6
2026-03-25,4,BED-004,0
2026-03-26,4,BED-004,3
2026-03-27,4,BED-004,2
2026-03-28,4,BED-004,5
2026-03-29,4,BED-004,1
2026-03-30,4,BED-004,2
2026-03-31,4,BED-004,2
2026-04-01,4,BED-004,6
2026-04-02,4,BED-004,1
2026-04-03,4,BED-004,3
2026-04-04,4,BED-004,3
2026-04-05,4,BED-004,2
2026-04-06,4,BED-004,3
2026-04-07,4,BED-004,4
2026-04-08,4,BED-004,8
2026-04-09,4,BED-004,2
2026-04-10,4,BED-004,5
2026-04-11,4,BED-004,1
2026-04-12,4,BED-004,0
2026-04-13,4,BED-004,3
2026-04-14,4,BED-004,0
2026-04-15,4,BED-004,1
2026-04-16,4,BED-004,1
2026-04-17,4,BED-004,0
2026-04-18,4,BED-004,1
2026-04-19,4,BED-004,2
2026-04-20,4,BED-004,6
2026-04-21,4,BED-004,3
2026-04-22,4,BED-004,4
2026-04-23,4,BED-004,4
2026-04-24,4,BED-004,3
2026-04-25,4,BED-004,6
2026-04-26,4,BED-004,2
2026-04-27,4,BED-004,2
2026-04-28,4,BED-004,1
2026-04-29,4,BED-004,5
2026-04-30,4,BED-004,4
2026-05-01,4,BED-004,1
2026-05-02,4,BED-004,3
2026-05-03,4,BED-004,1
2026-05-04,4,BED-004,9
2026-05-05,4,BED-004,4
2026-05-06,4,BED-004,1
2026-05-07,4,BED-004,3
2026-05-08,4,BED-004,1
2026-05-09,4,BED-004,1
2026-05-10,4,BED-004,2
2026-05-11,4,BED-004,1
2026-05-12,4,BED-004,2
2026-05-13,4,BED-004,3
2026-05-14,4,BED-004,3
2026-05-15,4,BED-004,1
2026-05-16,4,BED-004,3
2026-05-17,4,BED-004,3
2026-05-18,4,BED-004,2
2026-05-19,4,BED-004,3
2026-05-20,4,BED-004,0
2026-05-21,4,BED-004,3
2026-05-22,4,BED-004,6
2026-05-23,4,BED-004,0
2026-05-24,4,BED-004,2
2026-05-25,4,BED-004,1
2026-05-26,4,BED-004,4
2026-05-27,4,BED-004,8
2026-05-28,4,BED-004,4
2026-05-29,4,BED-004,4
2026-05-30,4,BED-004,2
2026-05-31,4,BED-004,1
2026-06-01,4,BED-004,2
2026-06-02,4,BED-004,3
2026-06-03,4,BED-004,1
2026-06-04,4,BED-004,3
2026-06-05,4,BED-004,4
2026-06-06,4,BED-004,3
2026-06-07,4,BED-004,3
2026-06-08,4,BED-004,5
2026-06-09,4,BED-004,2
2026-06-10,4,BED-004,3
2026-06-11,4,BED-004,2
2026-06-12,4,BED-004,3
2026-06-13,4,BED-004,1
2026-06-14,4,BED-004,0
2026-06-15,4,BED-004,2
2026-06-16,4,BED-004,4
2026-06-17,4,BED-004,7
2026-06-18,4,BED-004,9
2026-06-19,4,BED-004,5
2026-06-20,4,BED-004,1
2026-06-21,4,BED-004,1
2026-06-22,4,BED-004,5
2026-06-23,4,BED-004,4
2026-06-24,4,BED-004,3
2026-06-25,4,BED-004,1
2026-06-26,4,BED-004,2
2026-06-27,4,BED-004,2
2026-06-28,4,BED-004,1
2026-06-29,4,BED-004,7
2026-06-30,4,BED-004,6
2026-07-01,4,BED-004,3
2026-07-02,4,BED-004,1
2026-07-03,4,BED-004,4
2026-07-04,4,BED-004,2
2026-07-05,4,BED-004,2
2026-07-06,4,BED-004,3
2026-07-07,4,BED-004,3
2026-07-08,4,BED-004,3
2026-07-09,4,BED-004,3
2026-07-10,4,BED-004,2
2026-07-11,4,BED-004,0
2026-07-12,4,BED-004,2
2026-07-13,4,BED-004,1
2026-07-14,4,BED-004,2
2026-07-15,4,BED-004,5
2026-07-16,4,BED-004,5
2026-07-17,4,BED-004,6
2026-07-18,4,BED-004,0
2026-07-19,4,BED-004,0
2026-07-20,4,BED-004,4
2026-07-21,4,BED-004,4
2026-07-22,4,BED-004,1
2026-07-23,4,BED-004,2
2026-07-24,4,BED-004,6
2026-07-25,4,BED-004,0
2026-07-26,4,BED-004,2
2026-07-27,4,BED-004,4
2026-07-28,4,BED-004,11
2026-07-29,4,BED-004,4
2026-07-30,4,BED-004,9
2026-07-31,4,BED-004,2
2026-08-01,4,BED-004,2
2026-08-02,4,BED-004,1
2026-08-03,4,BED-004,3
2026-08-04,4,BED-004,5
2026-08-05,4,BED-004,1
2026-08-06,4,BED-004,3
2026-08-07,4,BED-004,1
2026-08-08,4,BED-004,1
2026-08-09,4,BED-004,0
2026-08-10,4,BED-004,2
2026-08-11,4,BED-004,4
2026-08-12,4,BED-004,1
2026-08-13,4,BED-004,2
2026-08-14,4,BED-004,8
2026-08-15,4,BED-004,0
2026-08-16,4,BED-004,0
2026-08-17,4,BED-004,5
2026-08-18,4,BED-004,1
2026-08-19,4,BED-004,6
2026-08-20,4,BED-004,8
2026-08-21,4,BED-004,2
2026-08-22,4,BED-004,5
2026-08-23,4,BED-004,5
2026-08-24,4,BED-004,4
2026-02-26,5,BED-005,2
2026-02-27,5,BED-005,1
2026-02-28,5,BED-005,1
2026-03-01,5,BED-005,1
2026-03-02,5,BED-005,4
2026-03-03,5,BED-005,2
2026-03-04,5,BED-005,4
2026-03-05,5,BED-005,3
2026-03-06,5,BED-005,6
2026-03-07,5,BED-005,1
2026-03-08,5,BED-005,0
2026-03-09,5,BED-005,2
2026-03-10,5,BED-005,0
2026-03-11,5,BED-005,3
2026-03-12,5,BED-005,2
2026-03-13,5,BED-005,1
2026-03-14,5,BED-005,1
2026-03-15,5,BED-005,0
2026-03-16,5,BED-005,1
2026-03-17,5,BED-005,1
2026-03-18,5,BED-005,1
2026-03-19,5,BED-005,0
2026-03-20,5,BED-005,2
2026-03-21,5,BED-005,0
2026-03-22,5,BED-005,3
2026-03-23,5,BED-005,3
2026-03-24,5,BED-005,1
2026-03-25,5,BED-005,1
2026-03-26,5,BED-005,1
2026-03-27,5,BED-005,1
2026-03-28,5,BED-005,0
2026-03-29,5,BED-005,1
2026-03-30,5,BED-005,1
2026-03-31,5,BED-005,4
2026-04-01,5,BED-005,0
2026-04-02,5,BED-005,2
2026-04-03,5,BED-005,2
2026-04-04,5,BED-005,0
2026-04-05,5,BED-005,0
2026-04-06,5,BED-005,1
2026-04-07,5,BED-005,1
2026-04-08,5,BED-005,2
2026-04-09,5,BED-005,1
2026-04-10,5,BED-005,1
2026-04-11,5,BED-005,3
2026-04-12,5,BED-005,4
2026-04-13,5,BED-005,0
2026-04-14,5,BED-005,0
2026-04-15,5,BED-005,2
2026-04-16,5,BED-005,2
2026-04-17,5,BED-005,2
2026-04-18,5,BED-005,0
2026-04-19,5,BED-005,1
2026-04-20,5,BED-005,1
2026-04-21,5,BED-005,2
2026-04-22,5,BED-005,4
2026-04-23,5,BED-005,1
2026-04-24,5,BED-005,3
2026-04-25,5,BED-005,1
2026-04-26,5,BED-005,2
2026-04-27,5,BED-005,6
2026-04-28,5,BED-005,3
2026-04-29,5,BED-005,2
2026-04-30,5,BED-005,2
2026-05-01,5,BED-005,2
2026-05-02,5,BED-005,0
2026-05-03,5,BED-005,0
2026-05-04,5,BED-005,3
2026-05-05,5,BED-005,8
2026-05-06,5,BED-005,1
2026-05-07,5,BED-005,2
2026-05-08,5,BED-005,3
2026-05-09,5,BED-005,1
2026-05-10,5,BED-005,3
2026-05-11,5,BED-005,1
2026-05-12,5,BED-005,2
2026-05-13,5,BED-005,1
2026-05-14,5,BED-005,3
2026-05-15,5,BED-005,3
2026-05-16,5,BED-005,1
2026-05-17,5,BED-005,1
2026-05-18,5,BED-005,1
2026-05-19,5,BED-005,1
2026-05-20,5,BED-005,1
2026-05-21,5,BED-005,2
2026-05-22,5,BED-005,0
2026-05-23,5,BED-005,1
2026-05-24,5,BED-005,0
2026-05-25,5,BED-005,1
2026-05-26,5,BED-005,0
2026-05-27,5,BED-005,2
2026-05-28,5,BED-005,2
2026-05-29,5,BED-005,2
2026-05-30,5,BED-005,2
2026-05-31,5,BED-005,0
2026-06-01,5,BED-005,1
2026-06-02,5,BED-005,4
2026-06-03,5,BED-005,2
2026-06-04,5,BED-005,5
2026-06-05,5,BED-005,2
2026-06-06,5,BED-005,4
2026-06-07,5,BED-005,2
2026-06-08,5,BED-005,3
2026-06-09,5,BED-005,2
2026-06-10,5,BED-005,1
2026-06-11,5,BED-005,1
2026-06-12,5,BED-005,2
2026-06-13,5,BED-005,0
2026-06-14,5,BED-005,1
2026-06-15,5,BED-005,3
2026-06-16,5,BED-005,1
2026-06-17,5,BED-005,2
2026-06-18,5,BED-005,3
2026-06-19,5,BED-005,2
2026-06-20,5,BED-005,1
2026-06-21,5,BED-005,1
2026-06-22,5,BED-005,2
2026-06-23,5,BED-005,2
2026-06-24,5,BED-005,0
2026-06-25,5,BED-005,0
2026-06-26,5,BED-005,2
2026-06-27,5,BED-005,0
2026-06-28,5,BED-005,0
2026-06-29,5,BED-005,3
2026-06-30,5,BED-005,3
2026-07-01,5,BED-005,0
2026-07-02,5,BED-005,0
2026-07-03,5,BED-005,0
2026-07-04,5,BED-005,0
2026-07-05,5,BED-005,1
2026-07-06,5,BED-005,1
2026-07-07,5,BED-005,0
2026-07-08,5,BED-005,0
2026-07-09,5,BED-005,0
2026-07-10,5,BED-005,2
2026-07-11,5,BED-005,1
2026-07-12,5,BED-005,2
2026-07-13,5,BED-005,1
2026-07-14,5,BED-005,2
2026-07-15,5,BED-005,4
2026-07-16,5,BED-005,1
2026-07-17,5,BED-005,1
2026-07-18,5,BED-005,2
2026-07-19,5,BED-005,2
2026-07-20,5,BED-005,1
2026-07-21,5,BED-005,7
2026-07-22,5,BED-005,2
2026-07-23,5,BED-005,1
2026-07-24,5,BED-005,4
2026-07-25,5,BED-005,2
2026-07-26,5,BED-005,0
2026-07-27,5,BED-005,1
